iter	Logloss
156	0.5322236422
157	0.5320308163
158	0.5318849331
159	0.5317585791
160	0.5314835762
161	0.5312853945
162	0.5310402944
163	0.5309004065
164	0.5307963167
165	0.5307238027
166	0.5297104086
167	0.5290488242
168	0.5286843088
169	0.5285768218
170	0.5276884136
171	0.5274818077
172	0.5270525019
173	0.5269760903
174	0.5260727254
175	0.5259836769
176	0.5259065676
177	0.5257975374
178	0.5256094785
179	0.5253324412
180	0.5251683055
181	0.5250845631
182	0.5250166659
183	0.5243114217
184	0.5241490159
185	0.5240458566
186	0.5239100256
187	0.5236642813
188	0.5233316184
189	0.5226109958
190	0.5222249244
191	0.5214453059
192	0.520573978
193	0.5203697764
194	0.5202836773
195	0.519834951
196	0.5197643917
197	0.5194912541
198	0.518452285
199	0.5177775749
200	0.5171486818
201	0.5164090423
202	0.515776525
203	0.5149811826
204	0.5148942489
205	0.5144826809
206	0.5132856893
207	0.5125492132
208	0.5119977287
209	0.5109298951
210	0.5102964572
211	0.5100183696
212	0.5099637244
213	0.5096094055
214	0.5094036774
215	0.5085736904
216	0.5081204657
217	0.5080474186
218	0.5074086796
219	0.5070535421
220	0.5066780901
221	0.5065707396
222	0.5057981207
223	0.5049299771
224	0.5041647064
225	0.503143147
226	0.5026944675
227	0.5023068065
228	0.5018433616
229	0.501760596
230	0.5009644493
231	0.5000907721
232	0.4988051227
233	0.4987322525
234	0.4978695251
235	0.4977216118
236	0.4965118643
237	0.4961931681
238	0.4947060327
239	0.4946109272
240	0.4932263936
241	0.4925158313
242	0.4919348819
243	0.4909051523
244	0.4897315993
245	0.4884132664
246	0.4875367764
247	0.4868047734
248	0.485513432
249	0.4845966293
250	0.4832901334
251	0.4820771819
252	0.4810457849
253	0.4801159201
254	0.4792536145
255	0.4783738472
256	0.477010869
257	0.4766486221
258	0.4761088136
259	0.4760045728
260	0.4757395027
261	0.474967333
262	0.4742880249
263	0.4737688369
264	0.4731322676
265	0.4726005842
266	0.4721298263
267	0.4720438295
268	0.4717118042
269	0.4714328893
270	0.4710147339
271	0.470822681
272	0.4699432346
273	0.4696436209
274	0.4692526454
275	0.4680748578
276	0.467846806
277	0.4677447232
278	0.4676682762
279	0.4674324211
280	0.4672446632
281	0.4670808148
282	0.4670058364
283	0.4669364355
284	0.4667048229
285	0.4662985839
286	0.4657471256
287	0.4656827304
288	0.4653994348
289	0.4647992531
290	0.4643603572
291	0.4642943804
292	0.4640142169
293	0.4639547726
294	0.4637681819
295	0.4632379923
296	0.4630396388
297	0.4628665489
298	0.4626313314
299	0.4625523299
300	0.4624397284
301	0.4621914568
302	0.4619259204
303	0.4618184247
304	0.4615129827
305	0.4612757437
306	0.4611517955
307	0.4609479326
308	0.4604959856
309	0.4604433403
310	0.460201913
311	0.4597348205
312	0.4595500714
313	0.459497964
314	0.4593944622
315	0.4593271174
316	0.4592489871
317	0.4591581173
318	0.4588068026
319	0.4586926363
320	0.4586075291
321	0.4584133608
322	0.4583143425
323	0.458237286
324	0.4579420943
325	0.4576706333
326	0.4576037369
327	0.4575352064
328	0.4566496116
329	0.4565935341
330	0.4563714873
331	0.456242248
332	0.4560713918
333	0.4557436469
334	0.4550231669
335	0.4547677541
336	0.4546894014
337	0.4544780301
338	0.4537970317
339	0.4536283526
340	0.4533843366
341	0.4533115679
342	0.4532496429
343	0.452778886
344	0.4526152961
345	0.4525565109
346	0.4524991194
347	0.4520995291
348	0.4517387198
349	0.451503685
350	0.451446642
351	0.4512794857
352	0.4510893295
353	0.4510321878
354	0.4508305978
355	0.4507398978
356	0.450249176
357	0.4499625877
358	0.4498754954
359	0.449713597
360	0.4496561838
361	0.4495963798
362	0.4495395294
363	0.4494555387
364	0.4486834792
365	0.4486244323
366	0.4481167701
367	0.4478280808
368	0.4476118721
369	0.4474774548
370	0.4468920695
371	0.4468326931
372	0.4467837173
373	0.4467260584
374	0.4462426557
375	0.4461698535
376	0.4461149877
377	0.4460321669
378	0.4459760895
379	0.4459159021
380	0.4458212302
381	0.4456544734
382	0.445594927
383	0.4455305382
384	0.4453258696
385	0.4452665593
386	0.4452073544
387	0.4450269974
388	0.4449537707
389	0.4448840663
390	0.444614659
391	0.4441259005
392	0.4440687962
393	0.4436709185
394	0.443516871
395	0.4432850695
396	0.443236456
397	0.4430259335
398	0.4429718904
399	0.4429174786
400	0.4428579925
401	0.4427842627
402	0.4427069593
403	0.4419073065
404	0.4418400949
405	0.441587859
406	0.4408465835
407	0.4405540808
408	0.4404952011
409	0.4399140094
410	0.4396896441
411	0.4395582715
412	0.4395017196
413	0.4394111178
414	0.4393568066
415	0.439300479
416	0.4389250337
417	0.4385665121
418	0.4385001551
419	0.4382584159
420	0.4378802592
421	0.4378203156
422	0.4377653415
423	0.4377204349
424	0.4376701338
425	0.4376133912
426	0.4375453102
427	0.4374872809
428	0.4374350854
429	0.4372524546
430	0.4372015802
431	0.4371642612
432	0.4371126681
433	0.4370710738
434	0.4370357955
435	0.436869187
436	0.4366589791
437	0.436552992
438	0.4364953586
439	0.4364474114
440	0.436341487
441	0.4362809252
442	0.4362310177
443	0.436190137
444	0.43613897
445	0.4360376208
446	0.435729937
447	0.4356859557
448	0.4355543261
449	0.4354884291
450	0.435220366
451	0.4351705938
452	0.4351216512
453	0.4350683251
454	0.434570299
455	0.434126616
456	0.4338122955
457	0.4337216503
458	0.433563724
459	0.4335137656
460	0.4334604428
461	0.4334112654
462	0.4333556326
463	0.4333033073
464	0.433244527
465	0.4331872835
466	0.4331284042
467	0.4330122117
468	0.4329630286
469	0.4329131742
470	0.4327629303
471	0.4326710689
472	0.4325073686
473	0.4324667261
474	0.4324207167
475	0.4323583108
476	0.4320876871
477	0.4315589556
478	0.4315174445
479	0.4314539749
480	0.4314014035
481	0.4312036256
482	0.431163429
483	0.4309378897
484	0.4308893487
485	0.4308311388
486	0.4307885557
487	0.4304435357
488	0.4303888231
489	0.4303311915
490	0.4303008009
491	0.4299742826
492	0.4299413029
493	0.4298932697
494	0.4298463152
495	0.4298013679
496	0.4297567209
497	0.429717761
498	0.4294571374
499	0.4294041147
500	0.4293629894
501	0.4292224383
502	0.4291691477
503	0.4291174141
504	0.4288182697
505	0.4287687232
506	0.4287299633
507	0.4285001475
508	0.4284585002
509	0.4284114701
510	0.4283245981
511	0.427883836
512	0.4277363229
513	0.4276852219
514	0.4276428946
515	0.4274121576
516	0.4273621049
517	0.427308407
518	0.4272675859
519	0.4272172523
520	0.4268101549
521	0.4264251383
522	0.4259943949
523	0.4259595399
524	0.4259095678
525	0.4258727347
526	0.4255229828
527	0.4254752093
528	0.4253542655
529	0.4253045176
530	0.4251253376
531	0.4249882986
532	0.424935094
533	0.4248695164
534	0.4248191517
535	0.4247106257
536	0.4246578
537	0.4246181179
538	0.424582415
539	0.4243979577
540	0.4243433844
541	0.4242933429
542	0.4240583967
543	0.4239919606
544	0.4239322092
545	0.4236410459
546	0.4236082569
547	0.4234549982
548	0.4233250884
549	0.4232361869
550	0.4231939401
551	0.4231400959
552	0.422866527
553	0.4224096661
554	0.4223656554
555	0.4223241685
556	0.4221818122
557	0.4220904506
558	0.4220506463
559	0.4220083062
560	0.4216882035
561	0.4214529097
562	0.4211433207
563	0.421116017
564	0.4210681561
565	0.4210281998
566	0.4209458347
567	0.420508808
568	0.4204647215
569	0.4199325334
570	0.4196989462
571	0.4196512464
572	0.4192523582
573	0.4192017089
574	0.4191582884
575	0.4191151842
576	0.4190719404
577	0.4190299805
578	0.418906178
579	0.4186997279
580	0.4186658712
581	0.4186126498
582	0.4184811469
583	0.4184141965
584	0.4183724178
585	0.4183241541
586	0.4182368036
587	0.418195471
588	0.4181469267
589	0.4180001834
590	0.4179686159
591	0.417868214
592	0.4178209551
593	0.4176418805
594	0.4176046996
595	0.4174532637
596	0.4173200472
597	0.417278579
598	0.4171304338
599	0.4169652493
600	0.4169109293
601	0.4168366619
602	0.4167909029
603	0.4164010927
604	0.4163513219
605	0.4162898112
606	0.4162459507
607	0.4161962509
608	0.4161577402
609	0.4161105634
610	0.416067451
611	0.4160331663
612	0.4159966114
613	0.415677293
614	0.4156303685
615	0.415584298
616	0.415550498
617	0.4154448391
618	0.4154003674
619	0.4151483295
620	0.4150147135
621	0.4149727375
622	0.4149253944
623	0.4145816089
624	0.4144422133
625	0.4144037855
626	0.4143682923
627	0.4142799098
628	0.4142392261
629	0.4141734639
630	0.4141246037
631	0.4140751823
632	0.4140274453
633	0.4139861704
634	0.4138278797
635	0.4137927342
636	0.4137621074
637	0.4135234982
638	0.4134674208
639	0.4134220128
640	0.4133792413
641	0.4131990848
642	0.4128945125
643	0.4128540831
644	0.4127820773
645	0.4127310347
646	0.4126880832
647	0.4126458859
648	0.412619848
649	0.4125789055
650	0.4124233626
651	0.4122897809
652	0.4122477532
653	0.4120846917
654	0.4119441099
655	0.4118093441
656	0.4116957893
657	0.4115784274
658	0.4115308341
659	0.4114925595
660	0.4114297989
661	0.4113988754
662	0.4112386218
663	0.4111930236
664	0.411146005
665	0.4110433284
666	0.4109055086
667	0.4108203494
668	0.4107883796
669	0.4107469518
670	0.4107047166
671	0.4105036647
672	0.4104605056
673	0.4104198753
674	0.4103829251
675	0.4101934924
676	0.410150417
677	0.4099311914
678	0.4098942707
679	0.4098529353
680	0.4094935468
681	0.4094594063
682	0.4094061319
683	0.409371357
684	0.4093251559
685	0.4092112371
686	0.4091787821
687	0.4091133206
688	0.4090825681
689	0.4090413194
690	0.4088670946
691	0.4088326781
692	0.4085624778
693	0.408174342
694	0.4081287465
695	0.4080908999
696	0.4080503964
697	0.4079674232
698	0.4079273589
699	0.4078970173
700	0.4078638574
701	0.4077272224
702	0.4076591957
703	0.4076155509
704	0.4075736819
705	0.4072695046
706	0.4071393409
707	0.4071046654
708	0.4070554236
709	0.4070141572
710	0.4069127253
711	0.4068489396
712	0.4068139625
713	0.4067780593
714	0.406745715
715	0.4067050731
716	0.4066632274
717	0.4066219161
718	0.4065730371
719	0.4062145821
720	0.4061702544
721	0.4061281426
722	0.406081083
723	0.4060379458
724	0.405995407
725	0.4058621689
726	0.4058134859
727	0.4057651513
728	0.4057336384
729	0.4057064318
730	0.4056700893
731	0.4056261241
732	0.4054712779
733	0.4054312131
734	0.4053969148
735	0.405354384
736	0.4052059524
737	0.405167046
738	0.4051234229
739	0.4050853361
740	0.4050311778
741	0.4048799506
742	0.4046830579
743	0.4046449044
744	0.4046064861
745	0.4045756315
746	0.4045108396
747	0.4044608684
748	0.4044331253
749	0.4043957155
750	0.4043645367
751	0.4043220837
752	0.404194705
753	0.4041529035
754	0.4041246563
755	0.4040800315
756	0.4037737953
757	0.403623842
758	0.4035834378
759	0.402989582
760	0.4029494693
761	0.4029125778
762	0.40263587
763	0.4025873536
764	0.4024273655
765	0.402387947
766	0.4023485136
767	0.4023138121
768	0.4022730867
769	0.4022282844
770	0.4020971973
771	0.4019737957
772	0.401939391
773	0.4017441722
774	0.4017071648
775	0.4016677239
776	0.4016362421
777	0.4015096289
778	0.4014678093
779	0.401424518
780	0.4013919387
781	0.4009336791
782	0.4008887922
783	0.4008390226
784	0.4007559188
785	0.4007177938
786	0.400678134
787	0.4002816935
788	0.4000542599
789	0.3998042519
790	0.3996777032
791	0.3996337442
792	0.399616554
793	0.3991031231
794	0.3988454062
795	0.3988218216
796	0.398603066
797	0.3985119097
798	0.3982840207
799	0.3981004192
800	0.3980431664
801	0.3978107905
802	0.3977478578
803	0.3976715178
804	0.3976299158
805	0.3975872297
806	0.3975530873
807	0.3975123442
808	0.3974256722
809	0.3973782571
810	0.3972888585
811	0.3972472646
812	0.3971136698
813	0.3970765953
814	0.3970327993
815	0.3969939641
816	0.3969615567
817	0.3968261697
818	0.3967247281
819	0.3966894889
820	0.3966522438
821	0.3966118402
822	0.3965701993
823	0.396533656
824	0.3964964248
825	0.3964578212
826	0.3964269189
827	0.396389797
828	0.3963525241
829	0.3963219812
830	0.3962843603
831	0.3961035894
832	0.3959222499
833	0.3958939737
834	0.3955585682
835	0.3954356736
836	0.395393343
837	0.3952846791
838	0.3952465094
839	0.3952157325
840	0.395177582
841	0.3951378155
842	0.3951049639
843	0.3950643414
844	0.3950070354
845	0.3949679255
846	0.3949349157
847	0.394677042
848	0.3946526536
849	0.3946081913
850	0.3943487709
851	0.3942928894
852	0.3942507133
853	0.3941739826
854	0.3941197615
855	0.3940539709
856	0.3940100786
857	0.393972765
858	0.3937822437
859	0.3936171198
860	0.3935894564
861	0.3935539731
862	0.3934434743
863	0.3933374837
864	0.3932462556
865	0.3932144034
866	0.3931824972
867	0.3931128005
868	0.3930712312
869	0.3930344098
870	0.393010169
871	0.3929701593
872	0.3929223786
873	0.3928531822
874	0.3928152892
875	0.3927767204
876	0.3927375215
877	0.3927009392
878	0.392551768
879	0.3925271055
880	0.3924963433
881	0.3923541041
882	0.3923023485
883	0.3922758147
884	0.3922495676
885	0.3922015804
886	0.3921571431
887	0.3919510416
888	0.3919125297
889	0.3918873328
890	0.3917672012
891	0.3917368865
892	0.3917084702
893	0.3916310203
894	0.3915935638
895	0.3915580664
896	0.3915306288
897	0.3914576934
898	0.3914219976
899	0.3913812227
900	0.3911524373
901	0.3910386489
902	0.3910062281
903	0.3909645539
904	0.3909283882
905	0.3908586334
906	0.3908283538
907	0.3907934257
908	0.3907531539
909	0.3907232785
910	0.3906919681
911	0.3906347306
912	0.3906050199
913	0.390419922
914	0.3903891367
915	0.3903620589
916	0.3903250559
917	0.3902872085
918	0.3901791275
919	0.3901378901
920	0.3900936187
921	0.3900529662
922	0.3899983589
923	0.3899634465
924	0.3896809224
925	0.3896461009
926	0.3896147542
927	0.3895828908
928	0.3895210755
929	0.3894900446
930	0.3894192688
931	0.3893847635
932	0.389347723
933	0.389262123
934	0.3891944573
935	0.3891604973
936	0.3891267604
937	0.3890936573
938	0.3889512078
939	0.3889314101
940	0.3887404997
941	0.388453665
942	0.388388116
943	0.3883493181
944	0.3883098831
945	0.3882506439
946	0.3882077213
947	0.3881808954
948	0.3881567576
949	0.3881147087
950	0.3880811776
951	0.3880487936
952	0.3879620789
953	0.3878770451
954	0.3878151472
955	0.3877796801
956	0.3876960646
957	0.387649998
958	0.3876180836
959	0.3875813695
960	0.3875464113
961	0.3875209346
962	0.3874971692
963	0.3874690421
964	0.3874311954
965	0.3873534816
966	0.3873181862
967	0.3872964274
968	0.3872688842
969	0.387202349
970	0.3871590979
971	0.3869972787
972	0.3867772721
973	0.3867508385
974	0.3867053941
975	0.3866714993
976	0.3866349627
977	0.3863128866
978	0.3861478627
979	0.3861118115
980	0.3860013246
981	0.3858547205
982	0.3858210409
983	0.3857167226
984	0.3856792013
985	0.385609596
986	0.3855719272
987	0.3855412522
988	0.3855158769
989	0.3854789635
990	0.3854403182
991	0.3853824324
992	0.3852795981
993	0.3852521296
994	0.3852119155
995	0.3851807388
996	0.3851127812
997	0.3850723921
998	0.3850406101
999	0.3849999632
